ux,uy
-2.053908440292569887e-02,-8.997247013652505659e-04
1.047196501083761007e-02,-2.764224698154761888e-03
1.042267369293018581e-02,8.454288272585071609e-03
1.485895124126919344e-03,1.029064496751887214e-02
-3.940147396470924240e-02,6.447533288385492978e-05
0.000000000000000000e+00,-7.048990181960320713e-03
1.401487727545365491e-02,1.333188660330168708e-03
0.000000000000000000e+00,-7.520400644533313007e-03
-1.649979257447691319e-02,-3.874413351342482180e-03
1.117139568393691641e-02,6.873214378991405853e-03
-2.583945930321393178e-02,-1.183797951459222928e-03
9.782379025080100224e-03,5.926905145300045974e-03
2.974925782019426784e-02,1.306761313432631445e-03
-6.257654519763878719e-04,-8.932585590495834352e-03
-4.881756118016162063e-03,-3.675421650275278833e-03
-6.573557063475118228e-03,6.321242065291667392e-03
3.492763173250284375e-02,0.000000000000000000e+00
2.707268883549569446e-02,2.099566971841888841e-03
-2.416192179788665892e-03,1.003082307504537217e-02
1.098524394385446551e-02,3.452095109243459407e-03
2.781079949452323202e-02,2.091376165813664219e-04
3.392693929919694817e-02,3.395955029842746636e-04
2.771093350622163068e-02,-3.412969374818888239e-03
1.502213756223197416e-02,-8.190469439703773960e-03
2.045005197352237070e-02,-2.370121645040020736e-03
-3.203762403998379211e-03,7.546802010172375119e-03
3.346525343261089885e-02,-5.716829869777115877e-04
2.286860239361873659e-02,0.000000000000000000e+00
-2.006893617669061256e-02,5.760506911701230442e-03
1.407958414941707856e-02,1.706391875016587210e-03
-2.234215869731300333e-02,0.000000000000000000e+00
-3.023042729380703147e-02,-4.624834455103804553e-04
-1.042983225576061060e-02,-5.761036176537513535e-03
-1.404908573725056897e-02,1.182415486913163030e-03
-1.596174558233847546e-02,0.000000000000000000e+00
6.310283995544002135e-03,5.812474135366432239e-03
8.794473665779704505e-03,-9.446705879156670760e-03
3.304670402378302556e-03,9.808047916687479689e-03
0.000000000000000000e+00,9.967645413538610277e-03
0.000000000000000000e+00,-7.315902074238690711e-03
-2.658317754936020960e-02,0.000000000000000000e+00
8.206644104977706133e-03,-5.435254110788141288e-03
0.000000000000000000e+00,1.054949672767230978e-02
-1.249329100103489625e-02,0.000000000000000000e+00
-3.317020285875225266e-02,6.752270883928161022e-04
-1.679242455275151147e-02,7.270532365636951395e-04
-3.836675310100034954e-03,9.529093637520391277e-03
4.384488451850182024e-03,-5.149302001370171904e-03
1.798896582092214189e-02,5.519225777195861486e-03
-1.333515294173154286e-02,7.868062365981776454e-03
9.550877688041234381e-03,-5.477168369873763702e-03
-1.719515752069437561e-02,-6.700197754531595808e-04
-3.232026049093054271e-02,-1.713945468444992137e-04
8.980262026901187147e-03,-9.666496921910983434e-03
1.293912504861657528e-02,-7.630325593130896263e-03
-6.518312122361362426e-03,-6.838800889529488176e-03
-1.612916190463560898e-02,-2.649682379272043017e-03
2.103091517635522628e-03,-8.318685915230425443e-03
-2.617258650872840344e-03,-3.938065425812957952e-03
1.329226501124840384e-03,-6.264144663609827815e-03
-1.046971824130560509e-02,4.657346382956570677e-03
-1.304657360179838251e-02,8.084578653757411304e-03
2.478813764456519117e-02,3.002712923084097270e-03
3.270084379070318376e-02,1.310881793813709658e-04
-1.563871113016083308e-02,-4.197017724431540732e-03
1.232074725836432294e-02,0.000000000000000000e+00
3.237098019187456630e-03,-6.018865205497462775e-03
0.000000000000000000e+00,-7.112538520359931206e-03
3.789152152411675439e-02,-1.689223478604384590e-04
-1.844347651234751542e-02,-2.856932676827608243e-03
-3.837960027672214416e-03,4.002228324098735732e-03
-1.818486716462166392e-02,6.364422452514073743e-04
2.864008170646065166e-02,-2.518157893495608698e-03
1.831745625766527732e-02,1.495768537598759964e-03
-1.136741897416587016e-02,3.476125417201269673e-03
1.985754211267855285e-02,0.000000000000000000e+00
2.902466461348486224e-02,-6.480954086698789782e-04
-3.192107858131583605e-03,-5.819240314295859133e-03
0.000000000000000000e+00,-8.774170530539400145e-03
2.962159291323757104e-02,5.772138392323340490e-04
-1.527043156900810550e-02,-1.855381107377236140e-03
2.832850056053626275e-02,1.772573119183500252e-03
9.517636905161446989e-03,-3.450012013176669955e-03
9.575746222080235709e-03,8.613392776323131744e-03
6.558458852136981286e-03,-1.056257818584930425e-02
-2.288137398242414897e-02,4.680079272358068573e-03
3.428325031170947890e-02,3.182088175141548959e-04
2.729932412067931358e-02,0.000000000000000000e+00
-8.079585900723640010e-03,-6.576122351354669535e-03
-9.526606049624309833e-03,-2.204844447129253836e-03
-2.633447471391619707e-02,1.267912667747297939e-03
3.377371407041250551e-02,1.004245218229506804e-04
1.076061384539213003e-02,4.535714906670451109e-03
1.187140155108814578e-02,7.981118990007534872e-03
3.498194072627013040e-02,6.215540237691591591e-05
-6.442870871845334489e-03,9.708829072673548152e-03
-2.418510451844909509e-02,0.000000000000000000e+00
-6.217898322162962454e-03,-7.046286815450299862e-03
-3.921631784330075789e-03,7.094439590332260633e-03
8.069106652140360311e-03,-5.563246104447891298e-03
-1.995860534575715980e-02,6.265037424695626966e-03
-2.658517868538049292e-02,-5.392463725156477301e-04
1.264326932232165586e-02,6.306947629730220040e-04
2.410714377612931808e-02,-4.993810197679190294e-03
3.104621464467432947e-03,-9.500826651938248588e-03
-1.167000778005414414e-02,8.601696601962074626e-03
-3.967898929215674976e-03,1.014070714522168938e-02
6.240828234830724007e-04,-9.835058675876844764e-03
-2.735561180295870837e-02,1.825062499313101407e-03
-5.049275008418515655e-04,-9.075505347978159512e-03
-1.334849287456716001e-02,0.000000000000000000e+00
-3.268444132704493438e-02,1.859233876651277895e-03
1.390115313543964330e-02,0.000000000000000000e+00
-2.060094244762043433e-02,0.000000000000000000e+00
5.580877023140619342e-03,-9.622443657699260994e-03
0.000000000000000000e+00,-4.700871849591131517e-03
-2.712324537755559165e-03,7.812109537714834705e-03
-1.103155082956221340e-02,-4.470309046329995831e-03
-1.848594394870220481e-02,-2.777098593707521493e-03
2.617460579344081315e-02,6.487999023270989239e-04
1.318679623106734991e-02,1.422563572030176651e-03
2.265385658611735950e-02,4.041389016225312159e-03
9.756550444336270153e-03,-8.888448226524757467e-03
3.555778041369322268e-02,-5.449444358440299263e-04
2.912596255799440592e-02,-5.566600803833496617e-04
-1.795386947044289375e-02,-5.718953221364160653e-04
1.419018160192680837e-02,-4.306274652707275073e-03
-1.798155377751426906e-02,-2.703942416686008158e-03
-6.480270197216534550e-03,-3.871992723363187807e-03
-2.506472061193869283e-02,-1.382089336875502294e-03
2.645353709388980831e-02,0.000000000000000000e+00
3.439623981683751636e-02,1.015827510968507486e-04
2.772564429086542270e-02,-3.469141567231189775e-03
3.977875025987716827e-03,-6.526154883093704222e-03
2.783397019949349765e-02,8.536048281680128948e-04
-1.057128226420931717e-02,-3.823805934344421710e-03
2.231245495522466912e-02,-4.889989493228880449e-03
2.249647395398564342e-02,9.517101671058511092e-04
1.430089660409331921e-02,7.318023994991950699e-03
0.000000000000000000e+00,1.052701734682251651e-02
-1.302195888129048344e-02,3.447225892768433775e-03
-5.907419794738096204e-03,-4.961609703158243075e-03
-2.014317216180162851e-02,2.425059813531315472e-03
-6.679877410096231143e-03,9.631956155391687910e-03
7.559066826793831018e-03,-4.482563799178338262e-03
-3.657497618705712536e-03,-7.883153301233089202e-03
-3.874956475904731135e-02,7.439409864789713544e-05
-8.802681874455646482e-03,2.932715239904848392e-03
6.444059122206248838e-03,-7.219696332415878950e-03
2.384187384883557081e-02,-3.646162615249148604e-03
0.000000000000000000e+00,2.551316991387712896e-03
0.000000000000000000e+00,1.019642298118396927e-02
4.602486846086818913e-03,-1.019784001366295413e-02
-4.687280977047261071e-03,-7.175569146932984574e-03
-1.365622429484416450e-02,-2.308943851217712135e-03
-4.443898538069339030e-03,9.893913232035625796e-03
0.000000000000000000e+00,6.971704571755758632e-03
-1.559700604976310169e-02,4.647695503225123329e-03
2.378171537784249528e-02,-4.203075059691473029e-04
-1.258561900352432421e-02,-2.419930034395322352e-03
1.406771888956899648e-02,5.271611243393071154e-03
-2.915029521819486897e-03,9.720856121996523935e-03
-1.959487940223185801e-02,-2.640611568969909555e-03
-2.324484858118674308e-02,-2.018439926461449406e-04
6.870565001670647480e-03,9.432732376637107882e-03
3.829080179873840546e-03,6.795069780880303931e-03
3.516323610343262407e-02,0.000000000000000000e+00
2.406929222813954453e-02,-5.938374662579623065e-04
-2.992017299354029700e-02,-4.307009897593136309e-04
3.579220826907168057e-02,-2.661440172121565641e-04
1.551983409746214571e-02,-8.609682712752315947e-03
-1.744139598380980982e-02,6.389805607288847819e-03
1.538351491895640320e-02,-8.561472766083747313e-03
-9.002152201260641209e-03,7.134860113419589506e-03
1.888699700035977383e-02,4.173149168557381723e-03
2.417882114868735027e-02,9.951030319559363811e-04
4.654784836952200605e-03,9.894806402404712764e-03
3.736164437690264826e-03,8.890166508826999325e-03
1.132485316337750528e-02,-9.215682824351869099e-03
-9.408772715584217891e-03,9.135524418082794848e-03
-3.084988524382012084e-02,-1.499122259268566607e-04
-2.060092621676145458e-02,1.986183257975351456e-03
3.321437135045879341e-02,0.000000000000000000e+00
1.457934269617000740e-02,2.287583537812945805e-03
-3.851906957926944357e-03,-5.614455639241068899e-03
0.000000000000000000e+00,-1.132491741117476990e-02
-1.575402916956541652e-02,6.620228573715197448e-03
1.761989730390059808e-02,-1.617904228899950513e-03
-5.620950238895939047e-03,9.908138435559680698e-03
-1.568706025814242330e-02,-2.922279234125212122e-03
-2.376963635901971350e-02,2.885242570351373437e-03
-2.099972510795132877e-02,2.699236616836489262e-03
-3.164050224991821897e-02,0.000000000000000000e+00
-2.216266638255786139e-02,-1.422423729856498722e-03
-1.915208187735572762e-02,-6.765925522266760112e-04
3.020273914943864130e-02,-1.328871991315168540e-03
1.555589565179699933e-03,5.100839114043684459e-03
-1.015750028080875805e-02,-3.909911092142664447e-03
3.949317457859684299e-02,0.000000000000000000e+00
3.388362593851213227e-03,-6.314633552062583199e-03
-4.855450549611681991e-04,1.040498068176416539e-02
6.204312943223530118e-04,-1.020157291799270345e-02
-1.968828452861369482e-02,-2.681555047844680004e-03
-2.160923576805078364e-02,-4.390799072277357410e-04
-3.099913483348921278e-02,1.826157048968860453e-04
1.836339922454940238e-02,2.996490115375680455e-03
9.608665239802057292e-03,-7.852590008448664949e-03
3.010328916320189480e-02,1.079939457679696905e-03
-4.279824538238826553e-03,9.226700716357210535e-03
3.927875547196296030e-02,0.000000000000000000e+00
1.567062195973844716e-03,-8.728399091484151384e-03
-2.272282533554165901e-02,-1.720845699523122080e-03
-1.709836339303197339e-02,-3.377881383629250875e-03
2.132137564033783142e-02,-4.030577886617637412e-03
-3.836704565294495051e-02,2.079081403667112850e-04
-1.797288635643956925e-02,3.013378473120936242e-03
-1.059389674661615800e-02,-4.046927875881446875e-03
3.189085414866273636e-03,5.646821651964071924e-03
3.220196083699183864e-02,0.000000000000000000e+00
4.019389190247903837e-02,0.000000000000000000e+00
-5.374846196009687611e-03,-6.755243779829998504e-03
-1.832393155497756554e-02,-2.921839254283811749e-03
-3.244315392300472708e-03,-8.052143725541208163e-03
2.652354407086411625e-02,-4.178797772650931670e-03
2.016050763566562543e-02,3.378756746378903681e-03
-3.307370764309210120e-02,3.000297921463327376e-04
-1.964592716518433896e-02,-2.722573040079228832e-03
-5.539510585118391549e-04,-8.241352958551396643e-03
7.245900013887825349e-03,-8.655878161090969219e-03
-1.460607613719650325e-02,-4.125631732765166516e-03
3.228490836424448979e-02,0.000000000000000000e+00
6.330464281942713156e-03,-7.221200846273095539e-03
-2.411340170798265126e-02,0.000000000000000000e+00
-4.149342639016007084e-03,9.327928495768397776e-03
-2.530607183055879738e-03,1.026522783388012297e-02
-3.212668448694228768e-02,1.119194324789721381e-03
3.631261133248528394e-02,-1.000893454877394202e-04
3.423512070971330284e-02,1.351519985670297580e-04
-1.369517736714507584e-02,0.000000000000000000e+00
-1.704214967420845592e-03,9.885939195700400167e-03
7.667389488076874204e-03,7.514028839232446411e-03
9.055829005783585031e-03,-3.952055565669410943e-03
-7.775751293088887378e-03,8.150950298155582377e-03
2.147282723991952511e-02,5.740434457678814757e-04
0.000000000000000000e+00,-2.763812289802033539e-03
-2.685416465933147118e-02,-8.377473529252184694e-04
3.529387378055637292e-02,0.000000000000000000e+00
-1.724677085833906109e-02,6.767361420383533922e-03
-6.121917623026175079e-03,9.735566945236584502e-03
3.360363282938766925e-03,1.012574286488827219e-02
0.000000000000000000e+00,-9.669398374552188799e-03
2.483214774265015204e-02,-1.632975794916506802e-03
-1.269528000289781543e-02,-2.703169720308181215e-03
-1.294068305716354790e-02,-4.515812280951951932e-03
-2.666317588858620798e-03,8.428959581903183382e-03
-9.730160139717785803e-03,2.493282451732709275e-03
2.484214452628407538e-02,-3.663179671769614242e-03
0.000000000000000000e+00,1.023423435467792769e-02
-4.060439650104304132e-02,0.000000000000000000e+00
1.152391469949714913e-02,8.090008730536148163e-03
1.439885037051664377e-03,7.809428966268632151e-03
-4.128613063313148895e-02,0.000000000000000000e+00
3.844839735125141905e-02,-1.969156678645563908e-04
3.500797067670680107e-02,0.000000000000000000e+00
-2.797259464990612884e-02,-4.172657152680135976e-04
-1.534958214655212337e-03,-8.146780968606860684e-03
-3.016298770436050963e-02,0.000000000000000000e+00
-2.753225267130255532e-02,2.116277712800288587e-03
1.837272979683357566e-02,4.545542864058260560e-04
-9.123150599952839154e-03,3.030500360143500733e-03
-1.606375856935491264e-03,-7.237532833011612460e-03
9.093408617515353828e-03,-8.217477517387493033e-03
2.010652005609149182e-02,3.214349277330659765e-03
1.432623911876617848e-02,1.517620935479070416e-03
-9.278196661902247261e-03,-6.269281212678022575e-03
-1.947979741856570648e-02,-6.403574889209062921e-04
5.177486263671327200e-03,-1.020338081222398573e-02
1.066993201299592554e-02,-2.967604092745831836e-03
-3.185796531510420859e-02,0.000000000000000000e+00
-1.962621281322897773e-02,-2.862093716848726661e-03
0.000000000000000000e+00,-4.856379233346973766e-03
-1.806258140801454345e-02,1.552819657890755749e-03
4.583043343363514023e-03,1.002232603296838304e-02
0.000000000000000000e+00,4.424555166047834491e-03
3.674128675841285135e-02,-4.485050233158457576e-04
-1.013456938819466864e-02,5.547063837826448490e-03
-7.090837664810608482e-03,-6.228363293124104631e-03
8.012079718093485792e-03,8.104998522535357408e-03
-1.210915008955310707e-02,8.182928848134485289e-03
1.016905447821554731e-02,-6.996790988020372241e-03
-8.401354303600753679e-04,1.027459367648933530e-02
-4.649049755208372985e-03,-4.816193795262862370e-03
-1.005808632784154812e-02,-5.595029840856309555e-03
9.175090000566932247e-03,3.242137036852757795e-03
-1.264916140381285199e-02,8.394915315152635948e-03
6.759749009247337063e-03,-7.478828760290693115e-03
-9.254264056750718601e-03,-1.779088007654967222e-03
2.059738499534197534e-02,3.443696646530593382e-03
3.802948784707804730e-02,-9.390798158363999274e-05
4.942690266083313820e-03,-6.772202822593923269e-03
2.447589668831593596e-02,-2.386742394826820400e-03
-2.961485621702875104e-02,1.497612170570809809e-03
3.008520790933114780e-02,1.128605578457489780e-03
3.154731246998362243e-02,6.770901187898634545e-04
-2.685748152436051930e-02,4.018611777162194032e-03
3.077660693422773833e-02,-1.170891444130311813e-03
-8.941013503486677089e-03,-6.270083277704887811e-03
2.336162311700551095e-02,-5.700465537040225704e-03
2.952641660658007067e-02,1.122970753489539904e-03
1.956433973618890501e-02,7.070905110666541194e-04
2.625505714996545503e-02,-3.203880181968103008e-03
2.153505267865969686e-02,-2.853339140863385501e-03
-2.314431657515844329e-02,-5.068234298311689173e-04
3.305801858419804562e-02,0.000000000000000000e+00
-3.489805583451364990e-02,1.489689916618484660e-03
-2.119691068369185943e-02,-2.398222483233468632e-03
1.995410193990348677e-02,4.735714666263169878e-03
0.000000000000000000e+00,-8.458840110995822364e-03
1.826563692206667824e-02,-7.923380332925932532e-04
-1.419390682639361939e-02,-1.286089407902352546e-03
7.759818897368117238e-03,-9.790578886857737723e-03
8.523935190688253227e-03,-7.024339031079866215e-03
-2.586723230184675287e-02,2.863421288659004035e-04
-4.154612400064438410e-02,0.000000000000000000e+00
0.000000000000000000e+00,-1.162884536518085481e-02
-3.159550073653696195e-02,4.681806864648846715e-04
1.812808477438962104e-02,5.426574025775295074e-03
3.214446204336137564e-03,-6.372919464930036637e-03
5.639540852256482578e-03,8.318956994227338225e-03
-6.581835971585707143e-03,-6.456542345653042657e-03
0.000000000000000000e+00,1.053536609637676681e-02
2.507044453727379392e-03,1.011571875237774615e-02
1.400682688398479855e-02,6.602762020223669828e-03
3.220635121906369192e-02,3.243141829291577415e-04
-7.764177963408586992e-03,8.971634265372676123e-03
-5.644059516325368626e-03,-7.357998430385131322e-03
3.409344465264017854e-02,0.000000000000000000e+00
-2.666334516042448161e-03,-5.788049463887850847e-03
3.062289043059772051e-02,-6.704454230041861310e-04
0.000000000000000000e+00,1.066750912704143330e-02
8.490657909589600233e-03,3.966266158670936175e-03
9.722787551362473135e-03,8.591850634695093192e-03
2.488116233284912507e-03,1.037716188567871546e-02
1.008930426245763928e-02,-8.063045232296357084e-03
-9.311276301748968101e-03,-6.219728604943195252e-03
0.000000000000000000e+00,1.028369826871988052e-02
-3.597224263905159092e-02,3.938113815987706362e-04
2.158578319578803931e-02,-3.954198775965189587e-03
2.253283714589085149e-02,0.000000000000000000e+00
-2.435012394033423365e-03,9.275268826108734946e-03
-1.272559881732431182e-02,1.816642476784169260e-03
-3.178849579575259571e-02,2.280707349879104728e-03
6.232981902990874200e-03,-6.421893264005157712e-03
4.092766775186359313e-02,0.000000000000000000e+00
1.080732186797800712e-02,2.138426315035828716e-03
7.905471355672839123e-03,-7.692239122605026846e-03
-2.991779835848131994e-02,5.854230614898527692e-04
2.490978602741636058e-02,1.429756341951940847e-03
-2.462061335357695196e-02,2.012467578076017598e-03
-9.923964492285356539e-04,1.035914144257140540e-02
-2.370038738878268644e-02,-2.838560511253629230e-04
-1.651301383924594704e-02,0.000000000000000000e+00
-2.714856332330823317e-03,-7.816527515175804991e-03
-1.826473981232263830e-02,1.388082028735128761e-03
2.493358665897599594e-02,-5.044493400132047008e-03
-1.484968466873339346e-02,-4.462266992503912712e-03
-1.180302636456462273e-02,7.164869098953314218e-03
1.779291187624185491e-02,0.000000000000000000e+00
-3.247353654280653659e-03,-5.904441739246132047e-03
1.321669858678871899e-02,7.431846277976457589e-03
4.048465429847167632e-03,9.451609039250775945e-03
1.945272015462320286e-02,-3.170426264789460383e-03
2.026948047986097678e-02,1.575827317029297476e-03
-3.633854070127148089e-02,6.372350955052371755e-04
-1.612063365539767243e-02,5.941284166186773345e-03
2.847060837221009402e-02,1.490637317861128212e-03
-1.166302016306684092e-02,-5.141782077255433077e-03
-2.165036964892954555e-03,-6.989568361918974647e-03
-3.267731925273086729e-02,0.000000000000000000e+00
-1.298190785997404943e-02,1.015106062898743256e-04
2.366289730489438969e-02,3.406992743564133622e-03
-3.430919839943914491e-03,-7.943102518095603373e-03
-3.020344531360164356e-02,-1.569348639603688350e-04
3.644787391439629348e-02,-1.214848047893591552e-04
1.283149983249513848e-02,3.706810166011528795e-03
-4.911685563813333530e-03,6.749646818389505240e-03
0.000000000000000000e+00,-1.163733972058862524e-02
-1.537523394899313264e-02,-2.952395175887378466e-03
-2.125987550717500091e-02,-9.698752386317837466e-04
-6.253990774322237801e-05,-9.303956263636491489e-03
7.607256104697197700e-03,4.189673041317580095e-03
-2.366664106162966533e-02,4.964850853584174516e-03
-1.931975124501172925e-02,5.247136961965585648e-03
2.764251550856312856e-02,-5.452406179599511181e-04
9.258999897599741674e-04,9.943563624478922447e-03
2.796241588367436373e-02,-2.653900407355358915e-03
-2.577702909654213878e-02,-1.057631436630304895e-03
9.642357403290472253e-04,1.022813904749766099e-02
-5.350585884949492742e-03,-6.270161113734289138e-03
2.757419915368643226e-02,-2.060204199606147524e-03
1.183735051055517275e-02,-1.196228806794623215e-03
-3.231901213505883330e-02,0.000000000000000000e+00
2.340392520053443878e-02,4.680998615875898257e-04
-2.373593233442538100e-02,-9.620443489964758225e-04
-2.161575900747626094e-02,4.596441710445447852e-03
-2.625874321797311978e-02,2.269500568599190551e-03
2.008786130009504456e-02,0.000000000000000000e+00
-9.544207904149658653e-03,-6.027270968255943676e-03
2.365503969863703287e-02,-5.593396327081450077e-03
-1.978807076114974875e-02,7.877830894794450286e-04
3.944279557106313006e-02,0.000000000000000000e+00
-1.375296800865828326e-02,-1.574122270465152997e-04
-5.281030460960392395e-04,-8.995902862011250639e-03
-2.517147481231087405e-02,-1.358371833295327416e-03
